Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"ANKRD6","Ankyrin Repeat Domain 6","Protein Coding","Q9Y2G4","48","GC06P089433","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD6"
"ARPC1A","Actin Related Protein 2/3 Complex Subunit 1A","Protein Coding","Q92747","48","GC07P099325","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC1A"
"CAMK1","Calcium/Calmodulin Dependent Protein Kinase I","Protein Coding","Q14012","48","GC03M009774","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK1"
"CCDC134","Coiled-Coil Domain Containing 134","Protein Coding","Q9H6E4","48","GC22P041800","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC134"
"CCNY","Cyclin Y","Protein Coding","Q8ND76","48","GC10P035254","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNY"
"CCT6A","Chaperonin Containing TCP1 Subunit 6A","Protein Coding","P40227","48","GC07P056051","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCT6A"
"CNTRL","Centriolin","Protein Coding","Q7Z7A1","48","GC09P121074","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTRL"
"COG3","Component Of Oligomeric Golgi Complex 3","Protein Coding","Q96JB2","48","GC13P045464","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG3"
"CRTC3","CREB Regulated Transcription Coactivator 3","Protein Coding","Q6UUV7","48","GC15P090529","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRTC3"
"DCP1A","Decapping MRNA 1A","Protein Coding","Q9NPI6","48","GC03M054429","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCP1A"
"DIMT1","DIM1 RRNA Methyltransferase And Ribosome Maturation Factor","Protein Coding","Q9UNQ2","48","GC05M062387","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIMT1"
"DNAJC10","DnaJ Heat Shock Protein Family (Hsp40) Member C10","Protein Coding","Q8IXB1","48","GC02P182716","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC10"
"FIGLA","Folliculogenesis Specific BHLH Transcription Factor","Protein Coding","Q6QHK4","48","GC02M070741","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIGLA"
"HNRNPA0","Heterogeneous Nuclear Ribonucleoprotein A0","Protein Coding","Q13151","48","GC05M137750","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPA0"
"HOXB9","Homeobox B9","Protein Coding","P17482","48","GC17M048621","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HOXB9"
"HRK","Harakiri, BCL2 Interacting Protein","Protein Coding","O00198","48","GC12M116820","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRK"
"INSM1","INSM Transcriptional Repressor 1","Protein Coding","Q01101","48","GC20P020368","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSM1"
"LRIF1","Ligand Dependent Nuclear Receptor Interacting Factor 1","Protein Coding","Q5T3J3","48","GC01M110874","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRIF1"
"MAGEA1","MAGE Family Member A1","Protein Coding","P43355","48","GC0XP153179","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEA1"
"MID1IP1","MID1 Interacting Protein 1","Protein Coding","Q9NPA3","48","GC0XP038802","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MID1IP1"
"MORF4L2","Mortality Factor 4 Like 2","Protein Coding","Q15014","48","GC0XM103675","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MORF4L2"
"SAP18","Sin3A Associated Protein 18","Protein Coding","O00422","48","GC13P021140","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAP18"
"SF3A2","Splicing Factor 3a Subunit 2","Protein Coding","Q15428","48","GC19P002236","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3A2"
"TENM1","Teneurin Transmembrane Protein 1","Protein Coding","Q9UKZ4","48","GC0XM124375","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENM1"
"UBE2O","Ubiquitin Conjugating Enzyme E2 O","Protein Coding","Q9C0C9","48","GC17M076389","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2O"
"ZC4H2","Zinc Finger C4H2-Type Containing","Protein Coding","Q9NQZ6","48","GC0XM064915","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC4H2"
"ZDHHC3","Zinc Finger DHHC-Type Palmitoyltransferase 3","Protein Coding","Q9NYG2","48","GC03M044915","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC3"
"ZNF436","Zinc Finger Protein 436","Protein Coding","Q9C0F3","48","GC01M023359","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF436"
"AAR2","AAR2 Splicing Factor","Protein Coding","Q9Y312","47","GC20P036236","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AAR2"
"CDC23","Cell Division Cycle 23","Protein Coding","Q9UJX2","47","GC05M138239","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDC23"
"CHST7","Carbohydrate Sulfotransferase 7","Protein Coding","Q9NS84","47","GC0XP059159","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHST7"
"CLDND1","Claudin Domain Containing 1","Protein Coding","Q9NY35","47","GC03M098497","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDND1"
"CREB3","CAMP Responsive Element Binding Protein 3","Protein Coding","O43889","47","GC09P060080","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB3"
"DERL1","Derlin 1","Protein Coding","Q9BUN8","47","GC08M123013","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DERL1"
"DERL2","Derlin 2","Protein Coding","Q9GZP9","47","GC17M005471","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DERL2"
"DOK6","Docking Protein 6","Protein Coding","Q6PKX4","47","GC18P069401","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOK6"
"EIF2D","Eukaryotic Translation Initiation Factor 2D","Protein Coding","P41214","47","GC01M206571","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2D"
"EIF3D","Eukaryotic Translation Initiation Factor 3 Subunit D","Protein Coding","O15371","47","GC22M036510","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3D"
"FBH1","F-Box DNA Helicase 1","Protein Coding","Q8NFZ0","47","GC10P005889","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBH1"
"GREB1L","GREB1 Like Retinoic Acid Receptor Coactivator","Protein Coding","Q9C091","47","GC18P021242","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GREB1L"
"GSE1","Gse1 Coiled-Coil Protein","Protein Coding","Q14687","47","GC16P106600","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSE1"
"GTF3C1","General Transcription Factor IIIC Subunit 1","Protein Coding","Q12789","47","GC16M027484","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF3C1"
"LANCL1","LanC Like Glutathione S-Transferase 1","Protein Coding","O43813","47","GC02M210431","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LANCL1"
"LSM5","LSM5 Homolog, U6 Small Nuclear RNA And MRNA Degradation Associated","Protein Coding","Q9Y4Y9","47","GC07M032485","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM5"
"MED28","Mediator Complex Subunit 28","Protein Coding","Q9H204","47","GC04P026884","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED28"
"MND1","Meiotic Nuclear Divisions 1","Protein Coding","Q9BWT6","47","GC04P153344","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MND1"
"PM20D1","Peptidase M20 Domain Containing 1","Protein Coding","Q6GTS8","47","GC01M205829","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PM20D1"
"POLR1E","RNA Polymerase I Subunit E","Protein Coding","Q9GZS1","47","GC09P060123","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLR1E"
"RASGRF2","Ras Protein Specific Guanine Nucleotide Releasing Factor 2","Protein Coding","O14827","47","GC05P080960","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASGRF2"
"RPL24","Ribosomal Protein L24","Protein Coding","P83731","47","GC03M101681","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL24"
"RSL1D1","Ribosomal L1 Domain Containing 1","Protein Coding","O76021","47","GC16M011833","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSL1D1"
"SHROOM2","Shroom Family Member 2","Protein Coding","Q13796","47","GC0XP009786","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHROOM2"
"SNRPF","Small Nuclear Ribonucleoprotein Polypeptide F","Protein Coding","P62306","47","GC12P095858","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPF"
"SPCS3","Signal Peptidase Complex Subunit 3","Protein Coding","P61009","47","GC04P176319","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPCS3"
"TBX22","T-Box Transcription Factor 22","Protein Coding","Q9Y458","47","GC0XP080014","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX22"
"ZNF354A","Zinc Finger Protein 354A","Protein Coding","O60765","47","GC05M178711","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF354A"
"AGO3","Argonaute RISC Catalytic Component 3","Protein Coding","Q9H9G7","46","GC01P035930","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGO3"
"ASIC5","Acid Sensing Ion Channel Subunit Family Member 5","Protein Coding","Q9NY37","46","GC04M155829","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASIC5"
"ATP6V1G1","ATPase H+ Transporting V1 Subunit G1","Protein Coding","O75348","46","GC09P146072","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1G1"
"DDX53","DEAD-Box Helicase 53","Protein Coding","Q86TM3","46","GC0XP022999","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX53"
"EFS","Embryonal Fyn-Associated Substrate","Protein Coding","O43281","46","GC14M023356","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFS"
"ESYT2","Extended Synaptotagmin 2","Protein Coding","A0FGR8","46","GC07M158730","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESYT2"
"H2AZ2","H2A.Z Variant Histone 2","Protein Coding","Q71UI9","46","GC07M045531","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AZ2"
"NLE1","Notchless Homolog 1","Protein Coding","Q9NVX2","46","GC17M035128","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLE1"
"SEPTIN6","Septin 6","Protein Coding","Q14141","46","GC0XM119616","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEPTIN6"
"SHQ1","SHQ1, H/ACA Ribonucleoprotein Assembly Factor","Protein Coding","Q6PI26","46","GC03M072725","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHQ1"
"TIMM13","Translocase Of Inner Mitochondrial Membrane 13","Protein Coding","Q9Y5L4","46","GC19M002425","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMM13"
"TMEM163","Transmembrane Protein 163","Protein Coding","Q8TC26","46","GC02M134455","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM163"
"TRIM14","Tripartite Motif Containing 14","Protein Coding","Q14142","46","GC09M098035","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM14"
"ANKRD30A","Ankyrin Repeat Domain 30A","Protein Coding","Q9BXX3","45","GC10P037134","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKRD30A"
"BAHD1","Bromo Adjacent Homology Domain Containing 1","Protein Coding","Q8TBE0","45","GC15P175076","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAHD1"
"ERP27","Endoplasmic Reticulum Protein 27","Protein Coding","Q96DN0","45","GC12M014914","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERP27"
"FKBP3","FKBP Prolyl Isomerase 3","Protein Coding","Q00688","45","GC14M045115","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP3"
"LNX2","Ligand Of Numb-Protein X 2","Protein Coding","Q8N448","45","GC13M027545","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNX2"
"MAGEC2","MAGE Family Member C2","Protein Coding","Q9UBF1","45","GC0XM142202","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAGEC2"
"MED6","Mediator Complex Subunit 6","Protein Coding","O75586","45","GC14M070581","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED6"
"MKRN2","Makorin Ring Finger Protein 2","Protein Coding","Q9H000","45","GC03P024250","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MKRN2"
"PLEKHA3","Pleckstrin Homology Domain Containing A3","Protein Coding","Q9HB20","45","GC02P178480","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHA3"
"PPP6R3","Protein Phosphatase 6 Regulatory Subunit 3","Protein Coding","Q5H9R7","45","GC11P068460","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP6R3"
"PRIMPOL","Primase And DNA Directed Polymerase","Protein Coding","Q96LW4","45","GC04P184649","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRIMPOL"
"RCC2","Regulator Of Chromosome Condensation 2","Protein Coding","Q9P258","45","GC01M017406","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RCC2"
"SART3","Spliceosome Associated Factor 3, U4/U6 Recycling Protein","Protein Coding","Q15020","45","GC12M108522","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SART3"
"SF3B5","Splicing Factor 3b Subunit 5","Protein Coding","Q9BWJ5","45","GC06M144094","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B5"
"SF3B6","Splicing Factor 3b Subunit 6","Protein Coding","Q9Y3B4","45","GC02M024067","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SF3B6"
"SLC16A12","Solute Carrier Family 16 Member 12","Protein Coding","Q6ZSM3","45","GC10M089430","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A12"
"SNRNP40","Small Nuclear Ribonucleoprotein U5 Subunit 40","Protein Coding","Q96DI7","45","GC01M031259","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP40"
"SNRPA1","Small Nuclear Ribonucleoprotein Polypeptide A'","Protein Coding","P09661","45","GC15M101281","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPA1"
"STAC2","SH3 And Cysteine Rich Domain 2","Protein Coding","Q6ZMT1","45","GC17M089249","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAC2"
"THAP3","THAP Domain Containing 3","Protein Coding","Q8WTV1","45","GC01P060055","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THAP3"
"THRAP3","Thyroid Hormone Receptor Associated Protein 3","Protein Coding","Q9Y2W1","45","GC01P061739","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THRAP3"
"TRA2A","Transformer 2 Alpha Homolog","Protein Coding","Q13595","45","GC07M023504","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRA2A"
"TRIM55","Tripartite Motif Containing 55","Protein Coding","Q9BYV6","45","GC08P068206","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM55"
"VPS26C","VPS26 Endosomal Protein Sorting Factor C","Protein Coding","O14972","45","GC21M037225","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS26C"
"ZNF12","Zinc Finger Protein 12","Protein Coding","P17014","45","GC07M009604","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF12"
"ARSH","Arylsulfatase Family Member H","Protein Coding","Q5FYA8","44","GC0XP003006","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSH"
"DDX55","DEAD-Box Helicase 55","Protein Coding","Q8NHQ9","44","GC12P123602","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX55"
"DMXL1","Dmx Like 1","Protein Coding","Q9Y485","44","GC05P119037","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMXL1"
"ENTPD4","Ectonucleoside Triphosphate Diphosphohydrolase 4","Protein Coding","Q9Y227","44","GC08M023385","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENTPD4"
"GTF2IRD2","GTF2I Repeat Domain Containing 2","Protein Coding","Q86UP8","44","GC07M074796","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTF2IRD2"
"GTSE1","G2 And S-Phase Expressed 1","Protein Coding","Q9NYZ3","44","GC22P046296","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTSE1"
"H3C3","H3 Clustered Histone 3","Protein Coding","P68431","44","GC06P156033","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3C3"
"KDM4D","Lysine Demethylase 4D","Protein Coding","Q6B0I6","44","GC11P094973","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM4D"
"KLHL4","Kelch Like Family Member 4","Protein Coding","Q9C0H6","44","GC0XP087517","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLHL4"
"KRT24","Keratin 24","Protein Coding","Q2M2I5","44","GC17M040697","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT24"
"MED7","Mediator Complex Subunit 7","Protein Coding","O43513","44","GC05M157137","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MED7"
"MUC13","Mucin 13, Cell Surface Associated","Protein Coding","Q9H3R2","44","GC03M124905","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC13"
"NOMO1","NODAL Modulator 1","Protein Coding","Q15155","44","GC16P104329","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOMO1"
"PTPRQ","Protein Tyrosine Phosphatase Receptor Type Q","Protein Coding","Q9UMZ3","44","GC12P080402","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRQ"
"RIMS4","Regulating Synaptic Membrane Exocytosis 4","Protein Coding","Q9H426","44","GC20M044751","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RIMS4"
"RPTN","Repetin","Protein Coding","Q6XPR3","44","GC01M152153","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPTN"
"TFAP4","Transcription Factor AP-4","Protein Coding","Q01664","44","GC16M027082","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAP4"
"TNMD","Tenomodulin","Protein Coding","Q9H2S6","44","GC0XP100584","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNMD"
"ZNF536","Zinc Finger Protein 536","Protein Coding","O15090","44","GC19P132847","0.163307100534439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF536"
